primary_question,answer
生成凭证失败信息中提示:凭证分录未定义在或是凭证规则不存在,"问题说明：未配置对应财务单据的凭证规则。
 
解决方案：
（1）找到生成凭证失败的单据类型以及所属账套。
（2）在财务接口设置中，找到对应的账套，检查是否存在对应单据的凭证规则，若存在则继续检查凭证规则详情中的规则配置是否可以匹配业务单据：检查凭证分录中的款项名称、票据类型是否可以匹配要生成凭证的业务单据。
（3）修改凭证规则重新选中业务单据生成凭证即可。"
"凭证推送失败信息提示:单据翻译转换错误,根据基础档案[档案转换]无法翻译[pk_Checkvalue]字段,待翻译值:CQ.091.098","问题说明：NC系统无法识别凭证信息中的辅助核算信息中的项目编码（类似CQ.091.098这种字母+数字的格式一般是项目编码）。
 
解决方案：检查辅助核算中的【项目名称】是否有录入对应的辅助核算明细（NC系统核算代码、NC系统核算名称），若已录入则需检查录入的信息是否跟NC系统中的信息一致（找NC对接人确认）。"
凭证卡在已输出视图界面,"问题说明：NC迟迟未返回凭证登记的成功信息。
 
解决方案：对已输出凭证取消生成后，重新生成并推送给NC。"
凭证推送失败,如果失败原因是“凭证推送失败，未匹配到税率对照表中的内容！”，换票之后再次推送即可；如果提示“经办人的NC核算代码为空！”解决方式：在【凭证管理】-【辅助核算明细配置】-【经办人】，添加经办人的OA即可。 
经办人NC核算代码为空,在【财务管理】-【凭证管理】-辅【助核算明细配置】-经办人-选择对应公司-右上角编辑-填写NC系统核算代码和NC系统核算名称，填写后重新推送。
无法设置预计开票时间,请您联系财务经理维护。
修改发票税率操作步骤,问题说明：调整开发票的税率。&nbsp;解决方案：1.在【发票管理】-【预计开票时间设置】中，选择需要修改的房间，点击【编辑】或【批量维护】按钮，找到房间税率进行修改即可。&nbsp;&nbsp;2.在项目准备-项目级-增值税税率，修改整个分期税率。
已开的发票修改发票类型,"问题说明：发票类型开具错误，需要重新开具发票。
 
解决方案：请您在百望作废发票，在CRM修改正确的发票类型，重新开具并推送给百望"
CRM开票时无法选择开票终端,联系财务到【财务管理】-【增值税设置】-【开票点设置】中同步开票点。&nbsp;&nbsp;&nbsp;如同步时没有，需在【发票管理（百望）系统】设置开票点。&nbsp;注：全面数字化电票-普、全面数字化电票-专不需要选择开票终端。
开票时增值税参数里无法选择公司,因为没有对应的账套，您需先在NC新增账套。
不符合正常开具发票的房间需要开具发票,"解决方案如下：
（1）判断房间是否是现房：在【项目准备】-【楼栋房源标签】【详情】-【查看竣备日期】判断房间是否款齐：除了补差款之外的房款是否已经收齐，或在交易台账列表中是否有款清日期是否执行面积补差，或不需要做补差；
（2）不满足以上3个条件的房间则需要走特殊发票申请才可以开具发票。"
已申请特殊发票开具无法在可开具流水中查到,"问题说明：特殊发票开具申请审批未归档。
 
解决方案：
检查特殊发票申请审批是否归档，审批归档之后才会自动生成待开的可开具流水。"
开首付款部分发票的方法,如果要开部分发票，在特殊发票申请里面开。
开具发票时提示行号为1的商品，商品名称长度不能超过92,"原因：商品名称过长
解决方案：联系项目财务经理在：财务管理-增值税设置-开票规则设置-货物或应税劳务、服务名称，把不需要的字段去掉；或者联系项目销管在：【项目准备】-【房间维护】-【房间其他信息维护】-【门牌号】-【删减门牌号信息】。"
怎么维护开票信息,开票信息维护路径：【财务管理】-【增值税设置】-【开票规则设置】。
开票提示购房纳税人识别号为7-20位数字或字母,1、在【机会管理】-【销售机会】-找到对应机会-编辑-检查&ldquo;纳税人识别号&ldquo;是否有空格 需把空格删掉。&nbsp;2、百望不支持（）、空格，等字符，在【财务管理】-【增值税设置】-【开票规则设置】里把&ldquo;购买方纳税识别号&rdquo;改成客户去掉字符的证件号，开完之后再把字段改回去。
征税发票开了部分金额，需开具剩余部分金额的发票。,如征税发票只开具了合同款项的部分金额，开具剩余部分的征税发票需在百望红冲后，重新开具全额发票。&nbsp;注:目前产品逻辑如此，如有需求可联系财务对接人。
发票推送提示:房间号过长,提示房间号过长处理方法如下：财务管理-增值税设置-开票规则设置-修改开票规则中的服务名称即可。
可开具发票流水中无法查询到待开的流水,问题说明：房间不符合正常开具发票的条件导致系统未自动巡检出待开流水。&nbsp;解决方案如下：&nbsp;（1）把这个房间通过【财务管理】-【发票管理】-【特殊发票申请】-右侧新增-选择合同，选中它。检查需要开具发票的房间是否满足正常开具发票的条件：款齐、现房、已执行面积补差、预计开票时间已维护&nbsp;（2）若不符合上述条件仍然想开具发票，则需要进行特殊发票申请
房间存在不征税发票，请先进行红冲或作废,在项目准备参数设置-项目级-是否强制不征税发票红冲 财务经理可进行设置
无法开具征税发票,把这个房间通过特殊发票选择合同，选中它，看当前房间：是否款齐、是否现房、是否执行面积补差，满足现房、款齐、已执行面积补差，设置预计开票时间再当前日期之前的会自动生成待开流水，其他的需要走特殊发票申请才能生成待开流水，按照此方法操作查看特殊发票展示信息，查看没有待开流水的原因。&nbsp;注：除了现房+款齐+已执行（或无需执行）面积补差的房间，其他的要想开票，都需要走特殊发票申请。特殊发票申请路径：财务管理-发票管理-特殊发票申请-新增-选择合同-发起审批，审批通过后就会在待开流水里。
发票的待开流水如何删除,您好，联系项目财务经理删除待开流水即可。
推送发票的时候纳税人识别号为空,需要销管在【机会管理】-【销售机会】-找到对应机会-编辑-维护&ldquo;纳税人识别号&rdquo;。
发票推送失败，提示“发票流水匹配不到对应的开票规则，请先配置开票规则！”,在【财务管理】-【增值税设置】-【开票规则设置】处设置对应的开票规则。
门牌号的修改方式,在【项目准备】-【房间维护】-【房间其他信息维护】-【门牌号信息】修改门牌号。
待开流水中房间税率的修改方法,【项目准备】-【参数设置】-【项目级】【特殊房间税率】。
CRM系统中，财务管理-发票管理-可开具发票流程-待开流水，是否可以导出明细,因为出于风控考虑导出，规避公司级数据大批量导出，有些导出功能下线了，目前可以粘贴复制一下
发票上不显示客户信息,联系销管在【机会管理】-【销售机会】里维护客户开票信息。
发票推送没有房号明细,"在财务管理-增值税设置-开票规则设置检查对应开票规则
如开票规则里面取的是门牌号就联系项目销管在项目准备-房间维护-房间其他信息维护里面维护一下门牌号"
开发票提示购方开户行账号不能含有特殊字符,联系项目销管在CRM-【机会管理】-【销售机会】-【编辑】-检查客户银行账号和开户行名称是否有（）、空格，等字符，有的话需要去掉，百望不支持
如何更改发票复核人,联系财务在【财务管理】-【增值税设置】-【开票规则设置】处修改对应的开票规则。
全电终端不显示,全电的发票不用选终端
crm在哪里能看到客户的发票推送情况,【财务管理】-【发票管理】-【全项目开票详情】，查看是否推送给客户
变更待办中会显示的具体变更,"已审批未执行的变更，会显示在变更待办里。
需置业顾问通知客户前来办理变更后续手续。"
手动撤销是否会现在在被撤销中,仅显示因为未收齐应付款被自动撤销的销售单，不显示手动撤销的销售单。
认购锁定具体含义,"认购锁定含义：
认购过了失效日期（一般是十五天）后，认购单会被锁。
 
注:如需转签约需要走零星房源延期审批通过后才能转签约。"
